290,黔东南州,2015-11-25,33
291,黔南州,2015-11-25,54
292,昆明市,2015-11-25,68
293,曲靖市,2015-11-25,61
294,玉溪市,2015-11-25,49
295,保山市,2015-11-25,58
296,昭通市,2015-11-25,44
297,丽江市,2015-11-25,40
298,普洱市,2015-11-25,44
299,临沧市,2015-11-25,40
300,楚雄州,2015-11-25,51
301,红河州,2015-11-25,65
302,文山州,2015-11-25,51
303,西双版纳州,2015-11-25,57
304,大理州,2015-11-25,34
305,德宏州,2015-11-25,59
306,怒江州,2015-11-25,51
307,迪庆州,2015-11-25,50
308,拉萨市,2015-11-25,71
309,昌都地区,2015-11-25,66
310,山南地区,2015-11-25,55
311,日喀则地区,2015-11-25,77
312,那曲地区,2015-11-25,118
313,阿里地区,2015-11-25,46
314,林芝地区,2015-11-25,46
315,西安市,2015-11-25,57
316,铜川市,2015-11-25,45
317,宝鸡市,2015-11-25,62
318,咸阳市,2015-11-25,58
319,渭南市,2015-11-25,53
320,延安市,2015-11-25,49
321,汉中市,2015-11-25,47
322,榆林市,2015-11-25,43
323,安康市,2015-11-25,49
324,商洛市,2015-11-25,40
325,兰州市,2015-11-25,72
326,嘉峪关市,2015-11-25,52
327,金昌市,2015-11-25,59
328,白银市,2015-11-25,58
329,天水市,2015-11-25,77
330,武威市,2015-11-25,44
331,张掖市,2015-11-25,52
332,平凉市,2015-11-25,50
333,酒泉市,2015-11-25,56
334,庆阳市,2015-11-25,44
335,定西市,2015-11-25,65
336,陇南市,2015-11-25,55
337,临夏州,2015-11-25,69
338,甘南州,2015-11-25,60
339,西宁市,2015-11-25,70
340,海东地区,2015-11-25,54
341,海北州,2015-11-25,47
342,黄南州,2015-11-25,56
343,海南州,2015-11-25,56
344,果洛州,2015-11-25,82
345,玉树州,2015-11-25,33
346,海西州,2015-11-25,53
347,银川市,2015-11-25,51
348,石嘴山市,2015-11-25,68
349,吴忠市,2015-11-25,38
350,固原市,2015-11-25,64
351,中卫市,2015-11-25,64
352,乌鲁木齐市,2015-11-25,142
353,克拉玛依市,2015-11-25,50
354,吐鲁番地区,2015-11-25,104
355,哈密地区,2015-11-25,56
356,昌吉州,2015-11-25,73
357,博州,2015-11-25,49
358,库尔勒市,2015-11-25,93
359,阿克苏地区,2015-11-25,115
360,克州,2015-11-25,94
361,喀什地区,2015-11-25,201
362,和田地区,2015-11-25,82
363,伊犁哈萨克州,2015-11-25,102
364,塔城地区,2015-11-25,58
365,阿勒泰地区,2015-11-25,39
366,石河子市,2015-11-25,72
367,五家渠市,2015-11-25,65
