269,遂宁市,2015/11/27,55
270,内江市,2015/11/27,67
271,乐山市,2015/11/27,108
272,南充市,2015/11/27,78
273,眉山市,2015/11/27,62
274,宜宾市,2015/11/27,77
275,广安市,2015/11/27,59
276,达州市,2015/11/27,63
277,雅安市,2015/11/27,104
278,巴中市,2015/11/27,50
279,资阳市,2015/11/27,52
280,阿坝州,2015/11/27,30
281,甘孜州,2015/11/27,28
282,凉山州,2015/11/27,47
283,贵阳市,2015/11/27,53
284,六盘水市,2015/11/27,57
285,遵义市,2015/11/27,50
286,安顺市,2015/11/27,36
287,铜仁地区,2015/11/27,38
288,黔西南州,2015/11/27,33
289,毕节市,2015/11/27,38
290,黔东南州,2015/11/27,49
291,黔南州,2015/11/27,50
292,昆明市,2015/11/27,47
293,曲靖市,2015/11/27,43
294,玉溪市,2015/11/27,39
295,保山市,2015/11/27,63
296,昭通市,2015/11/27,34
297,丽江市,2015/11/27,33
298,普洱市,2015/11/27,33
299,临沧市,2015/11/27,47
300,楚雄州,2015/11/27,31
301,红河州,2015/11/27,34
302,文山州,2015/11/27,45
303,西双版纳州,2015/11/27,57
304,大理州,2015/11/27,31
305,德宏州,2015/11/27,65
306,怒江州,2015/11/27,56
307,迪庆州,2015/11/27,43
308,拉萨市,2015/11/27,70
309,昌都地区,2015/11/27,65
310,山南地区,2015/11/27,67
311,日喀则地区,2015/11/27,64
312,那曲地区,2015/11/27,143
313,阿里地区,2015/11/27,29
314,林芝地区,2015/11/27,43
315,西安市,2015/11/27,106
316,铜川市,2015/11/27,82
317,宝鸡市,2015/11/27,130
318,咸阳市,2015/11/27,87
319,渭南市,2015/11/27,103
320,延安市,2015/11/27,91
321,汉中市,2015/11/27,78
322,榆林市,2015/11/27,58
323,安康市,2015/11/27,63
324,商洛市,2015/11/27,62
325,兰州市,2015/11/27,152
326,嘉峪关市,2015/11/27,45
327,金昌市,2015/11/27,74
328,白银市,2015/11/27,119
329,天水市,2015/11/27,73
330,武威市,2015/11/27,69
331,张掖市,2015/11/27,59
332,平凉市,2015/11/27,76
333,酒泉市,2015/11/27,58
334,庆阳市,2015/11/27,69
335,定西市,2015/11/27,89
336,陇南市,2015/11/27,52
337,临夏州,2015/11/27,66
338,甘南州,2015/11/27,51
339,西宁市,2015/11/27,85
340,海东地区,2015/11/27,67
341,海北州,2015/11/27,42
342,黄南州,2015/11/27,52
343,海南州,2015/11/27,53
344,果洛州,2015/11/27,63
345,玉树州,2015/11/27,46
346,海西州,2015/11/27,54
347,银川市,2015/11/27,103
348,石嘴山市,2015/11/27,81
349,吴忠市,2015/11/27,70
350,固原市,2015/11/27,76
351,中卫市,2015/11/27,80
352,乌鲁木齐市,2015/11/27,172
353,克拉玛依市,2015/11/27,72
354,吐鲁番地区,2015/11/27,180
355,哈密地区,2015/11/27,70
356,昌吉州,2015/11/27,101
357,博州,2015/11/27,58
358,库尔勒市,2015/11/27,81
359,阿克苏地区,2015/11/27,124
360,克州,2015/11/27,98
361,喀什地区,2015/11/27,245
362,和田地区,2015/11/27,72
363,伊犁哈萨克州,2015/11/27,175
364,塔城地区,2015/11/27,67
365,阿勒泰地区,2015/11/27,48
366,石河子市,2015/11/27,78
367,五家渠市,2015/11/27,114
